studentId,firstName,lastName,email,phone,dateOfBirth,gender,department,program,year,semester,division,batch,rollNumber,admissionDate,academicYear,guardianName,guardianPhone,guardianEmail,street,city,state,zipCode,country,
STU_CIV_011,Balaji,R,balaji.r57@student.kongu.ac.in,6970278629,2005-02-01,Male,Civil Engineering,B.E.,1,1,A,B1,23CE011,2023-08-01,2023-2024,Surya V,9887429001,surya.v@gmail.com,"163, Main Street",Trichy,Tamil Nadu,622146,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_012,Amrita,Nathan,amrita.nathan58@student.kongu.ac.in,8366289075,2005-10-11,Female,Civil Engineering,B.E.,1,1,A,B1,23CE012,2023-08-01,2023-2024,Vishnu Balan,9835689935,vishnu.balan@gmail.com,"189, Main Street",Salem,Tamil Nadu,616032,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_013,Rahul,Patel,rahul.patel40@student.kongu.ac.in,7975485455,2005-07-06,Male,Civil Engineering,B.E.,1,1,A,B1,23CE013,2023-08-01,2023-2024,Deepak K,9421364670,deepak.k@gmail.com,"154, Main Street",Vellore,Tamil Nadu,603872,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_014,Arjun,Raj,arjun.raj16@student.kongu.ac.in,6556084706,2005-07-27,Male,Civil Engineering,B.E.,1,1,A,B1,23CE014,2023-08-01,2023-2024,Senthil Moorthy,9379058777,senthil.moorthy@gmail.com,"100, Main Street",Salem,Tamil Nadu,606001,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_015,Mohan,Kumar,mohan.kumar56@student.kongu.ac.in,8651978448,2005-04-29,Male,Civil Engineering,B.E.,1,1,A,B1,23CE015,2023-08-01,2023-2024,Sai Sharma,9864688616,sai.sharma@gmail.com,"101, Main Street",Erode,Tamil Nadu,623830,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_016,Divya,Kumar,divya.kumar52@student.kongu.ac.in,7602201879,2005-02-02,Female,Civil Engineering,B.E.,1,1,A,B1,23CE016,2023-08-01,2023-2024,Arjun Vel,9965201020,arjun.vel@gmail.com,"69, Main Street",Tiruppur,Tamil Nadu,638396,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_017,Murali,T,murali.t36@student.kongu.ac.in,6384589241,2004-02-01,Male,Civil Engineering,B.E.,1,1,A,B1,23CE017,2023-08-01,2023-2024,Sai S,8121117990,sai.s@gmail.com,"32, Main Street",Vellore,Tamil Nadu,609909,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_018,Surya,T,surya.t90@student.kongu.ac.in,9220139179,2005-04-06,Male,Civil Engineering,B.E.,1,1,A,B1,23CE018,2023-08-01,2023-2024,Dinesh Vel,7701318243,dinesh.vel@gmail.com,"37, Main Street",Chennai,Tamil Nadu,602568,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_019,Rohan,Patel,rohan.patel76@student.kongu.ac.in,9289980763,2005-08-19,Male,Civil Engineering,B.E.,1,1,A,B1,23CE019,2023-08-01,2023-2024,Surya Raj,6639920516,surya.raj@gmail.com,"58, Main Street",Erode,Tamil Nadu,613176,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_020,Suresh,Kumar,suresh.kumar55@student.kongu.ac.in,7549031470,2004-10-10,Male,Civil Engineering,B.E.,1,1,A,B1,23CE020,2023-08-01,2023-2024,Karthik Moorthy,6618345674,karthik.moorthy@gmail.com,"21, Main Street",Coimbatore,Tamil Nadu,611805,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_021,Tharani,Pillai,tharani.pillai99@student.kongu.ac.in,9527257178,2004-04-16,Female,Civil Engineering,B.E.,1,1,A,B1,23CE021,2023-08-01,2023-2024,Ajay Kumar,8914981750,ajay.kumar@gmail.com,"69, Main Street",Madurai,Tamil Nadu,611041,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_022,Sowmya,Sharma,sowmya.sharma47@student.kongu.ac.in,9668129697,2004-10-14,Female,Civil Engineering,B.E.,1,1,A,B1,23CE022,2023-08-01,2023-2024,Aditya Raj,7534548632,aditya.raj@gmail.com,"178, Main Street",Coimbatore,Tamil Nadu,627297,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_023,Karthik,Patel,karthik.patel69@student.kongu.ac.in,9514363812,2005-03-29,Male,Civil Engineering,B.E.,1,1,A,B1,23CE023,2023-08-01,2023-2024,Senthil A,6532078756,senthil.a@gmail.com,"152, Main Street",Thanjavur,Tamil Nadu,602728,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_024,Ganesh,Kumar,ganesh.kumar87@student.kongu.ac.in,6249304153,2005-12-18,Male,Civil Engineering,B.E.,1,1,A,B1,23CE024,2023-08-01,2023-2024,Dinesh T,6966205711,dinesh.t@gmail.com,"174, Main Street",Kanchipuram,Tamil Nadu,628852,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_025,Pranav,K,pranav.k94@student.kongu.ac.in,7563368852,2005-09-11,Male,Civil Engineering,B.E.,1,1,A,B1,23CE025,2023-08-01,2023-2024,Murali G,9718563781,murali.g@gmail.com,"141, Main Street",Chennai,Tamil Nadu,616530,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_026,Indhu,G,indhu.g75@student.kongu.ac.in,8825025112,2005-08-31,Female,Civil Engineering,B.E.,1,1,A,B1,23CE026,2023-08-01,2023-2024,Senthil N,9620517169,senthil.n@gmail.com,"72, Main Street",Chennai,Tamil Nadu,635625,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_027,Murali,Sharma,murali.sharma35@student.kongu.ac.in,6114606893,2004-01-09,Male,Civil Engineering,B.E.,1,1,A,B1,23CE027,2023-08-01,2023-2024,Murali Raj,8915657867,murali.raj@gmail.com,"105, Main Street",Thanjavur,Tamil Nadu,625939,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_028,Janani,Nair,janani.nair23@student.kongu.ac.in,8881046554,2004-03-25,Female,Civil Engineering,B.E.,1,1,A,B1,23CE028,2023-08-01,2023-2024,Hari B,6818515718,hari.b@gmail.com,"46, Main Street",Chennai,Tamil Nadu,633076,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_029,Ganesh,K,ganesh.k89@student.kongu.ac.in,6486705824,2004-11-16,Male,Civil Engineering,B.E.,1,1,A,B1,23CE029,2023-08-01,2023-2024,Dinesh Gupta,6290995737,dinesh.gupta@gmail.com,"105, Main Street",Trichy,Tamil Nadu,616568,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_030,Abirami,Das,abirami.das32@student.kongu.ac.in,7358158275,2004-04-22,Female,Civil Engineering,B.E.,1,1,A,B1,23CE030,2023-08-01,2023-2024,Pranav Sharma,7644263362,pranav.sharma@gmail.com,"138, Main Street",Kanchipuram,Tamil Nadu,631334,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_031,Preethi,Gupta,preethi.gupta73@student.kongu.ac.in,9488479058,2004-11-24,Female,Civil Engineering,B.E.,1,1,A,B2,23CE031,2023-08-01,2023-2024,Sai Nair,9493217568,sai.nair@gmail.com,"56, Main Street",Salem,Tamil Nadu,607584,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_032,Deepika,P,deepika.p24@student.kongu.ac.in,9784546758,2004-03-28,Female,Civil Engineering,B.E.,1,1,A,B2,23CE032,2023-08-01,2023-2024,Sai G,9649945250,sai.g@gmail.com,"19, Main Street",Salem,Tamil Nadu,639084,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_033,Sanjay,M,sanjay.m46@student.kongu.ac.in,8501693596,2005-02-08,Male,Civil Engineering,B.E.,1,1,A,B2,23CE033,2023-08-01,2023-2024,Hari Nathan,8547036928,hari.nathan@gmail.com,"199, Main Street",Coimbatore,Tamil Nadu,613660,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_034,Abirami,Selvan,abirami.selvan31@student.kongu.ac.in,7706183538,2004-02-15,Female,Civil Engineering,B.E.,1,1,A,B2,23CE034,2023-08-01,2023-2024,Suresh Nair,9486632161,suresh.nair@gmail.com,"33, Main Street",Kanchipuram,Tamil Nadu,606346,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_035,Senthil,Sekar,senthil.sekar75@student.kongu.ac.in,6678004657,2005-09-03,Male,Civil Engineering,B.E.,1,1,A,B2,23CE035,2023-08-01,2023-2024,Balaji Sekar,9254865174,balaji.sekar@gmail.com,"193, Main Street",Coimbatore,Tamil Nadu,618326,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_036,Rohan,K,rohan.k83@student.kongu.ac.in,8609638700,2005-03-04,Male,Civil Engineering,B.E.,1,1,A,B2,23CE036,2023-08-01,2023-2024,Ajay Singh,8928375757,ajay.singh@gmail.com,"90, Main Street",Madurai,Tamil Nadu,635670,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_037,Ganesh,Sekar,ganesh.sekar32@student.kongu.ac.in,6711990421,2004-03-14,Male,Civil Engineering,B.E.,1,1,A,B2,23CE037,2023-08-01,2023-2024,Arjun Selvan,6364234643,arjun.selvan@gmail.com,"105, Main Street",Kanchipuram,Tamil Nadu,604002,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_038,Kavya,Balan,kavya.balan70@student.kongu.ac.in,7459149809,2004-03-10,Female,Civil Engineering,B.E.,1,1,A,B2,23CE038,2023-08-01,2023-2024,Arjun Sekar,8366361465,arjun.sekar@gmail.com,"44, Main Street",Salem,Tamil Nadu,623386,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_039,Sindhu,J,sindhu.j68@student.kongu.ac.in,8608795973,2005-07-02,Female,Civil Engineering,B.E.,1,1,A,B2,23CE039,2023-08-01,2023-2024,Aditya Selvan,9750235239,aditya.selvan@gmail.com,"134, Main Street",Vellore,Tamil Nadu,623024,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_040,Senthil,Singh,senthil.singh50@student.kongu.ac.in,8181196138,2005-04-13,Male,Civil Engineering,B.E.,1,1,A,B2,23CE040,2023-08-01,2023-2024,Rahul Gupta,6148196348,rahul.gupta@gmail.com,"159, Main Street",Tiruppur,Tamil Nadu,618385,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_041,Sneha,Singh,sneha.singh60@student.kongu.ac.in,6219659369,2004-04-26,Female,Civil Engineering,B.E.,1,1,A,B2,23CE041,2023-08-01,2023-2024,Dinesh N,7738454461,dinesh.n@gmail.com,"133, Main Street",Coimbatore,Tamil Nadu,638132,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_042,Ishwarya,Pillai,ishwarya.pillai42@student.kongu.ac.in,6265886932,2005-05-29,Female,Civil Engineering,B.E.,1,1,A,B2,23CE042,2023-08-01,2023-2024,Balaji Patel,7826803512,balaji.patel@gmail.com,"200, Main Street",Thanjavur,Tamil Nadu,628991,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_043,Swetha,Nathan,swetha.nathan25@student.kongu.ac.in,7294185025,2004-03-17,Female,Civil Engineering,B.E.,1,1,A,B2,23CE043,2023-08-01,2023-2024,Vikram T,8600159083,vikram.t@gmail.com,"3, Main Street",Erode,Tamil Nadu,625578,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_044,Kirthika,G,kirthika.g61@student.kongu.ac.in,6711836897,2004-07-23,Female,Civil Engineering,B.E.,1,1,A,B2,23CE044,2023-08-01,2023-2024,Rahul V,6292471155,rahul.v@gmail.com,"13, Main Street",Tiruppur,Tamil Nadu,637035,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_045,Naveen,Gupta,naveen.gupta32@student.kongu.ac.in,6597478290,2005-02-27,Male,Civil Engineering,B.E.,1,1,A,B2,23CE045,2023-08-01,2023-2024,Surya V,7791019107,surya.v@gmail.com,"70, Main Street",Tiruppur,Tamil Nadu,608029,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_046,Sowmya,Pillai,sowmya.pillai98@student.kongu.ac.in,8895736977,2005-03-06,Female,Civil Engineering,B.E.,1,1,A,B2,23CE046,2023-08-01,2023-2024,Aditya Raj,7414412666,aditya.raj@gmail.com,"111, Main Street",Erode,Tamil Nadu,619324,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_047,Monika,Reddy,monika.reddy65@student.kongu.ac.in,8356446078,2004-09-24,Female,Civil Engineering,B.E.,1,1,A,B2,23CE047,2023-08-01,2023-2024,Deepak Kumar,7132003545,deepak.kumar@gmail.com,"121, Main Street",Coimbatore,Tamil Nadu,639568,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_048,Pranav,Singh,pranav.singh16@student.kongu.ac.in,6881670490,2005-02-25,Male,Civil Engineering,B.E.,1,1,A,B2,23CE048,2023-08-01,2023-2024,Anish Gupta,9335184708,anish.gupta@gmail.com,"129, Main Street",Kanchipuram,Tamil Nadu,616010,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_049,Ananya,Balan,ananya.balan88@student.kongu.ac.in,9647543640,2005-03-19,Female,Civil Engineering,B.E.,1,1,A,B2,23CE049,2023-08-01,2023-2024,Anish J,7815921736,anish.j@gmail.com,"53, Main Street",Tiruppur,Tamil Nadu,619715,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
STU_CIV_050,Ajay,J,ajay.j80@student.kongu.ac.in,7393250044,2005-06-24,Male,Civil Engineering,B.E.,1,1,A,B2,23CE050,2023-08-01,2023-2024,Manikandan K,7667213880,manikandan.k@gmail.com,"91, Main Street",Coimbatore,Tamil Nadu,606357,India,"""Communication Skills - I,Matrices and Ordinary Differential Equations,Physics for Civil Engineering,Construction Materials and Practices,Problem Solving and Programming in C,Engineering Drawing,Engineering Practices Laboratory,Physics Laboratory for Civil Engineering,Yoga and Values for Holistic Development,Student Induction Program"""
